Año,Trimestre,Fecha,Provincia,Banda ancha fija,Dial up,Mbps (Media de bajada),ADSL,Cablemodem,Fibra óptica,Wireless,Otros,Total,Accesos por cada 100 hogares,KPI_1,KPI_2
2019,3,2019-07-01,Tucumán,164099,32.0,19.323994794580525,150918,12089,116,684,324,164131,39.487600204016815,-1.64,4.11
2019,4,2019-10-01,Tucumán,198621,23.0,29.87038932431276,146985,11012,39574,725,348,198644,47.64902012521289,17.13,35.31
2020,1,2020-01-01,Tucumán,200045,22.0,32.24553094303289,143184,10494,44687,1355,347,200067,47.84792325850032,0.42,7.37
2020,2,2020-04-01,Tucumán,217134,22.0,32.70453443718797,150084,9833,55120,1357,762,217156,51.78074091030483,7.6,1.4
2020,3,2020-07-01,Tucumán,223854,22.0,34.835801698615526,149605,11752,59949,1808,762,223876,53.2281495112899,2.72,6.12
2020,4,2020-10-01,Tucumán,231067,22.0,36.44224682915296,149322,11150,68043,1834,740,231089,54.78340441369959,2.84,4.41
2021,1,2021-01-01,Tucumán,231890,22.0,37.97961958190828,147199,12185,69954,1834,740,231912,54.81892254125389,0.06,4.05
2021,2,2021-04-01,Tucumán,233026,25.0,40.30992032851357,110429,48359,71683,1837,743,233051,54.928196510348045,0.2,5.78
2021,3,2021-07-01,Tucumán,232447,25.0,42.10118530571482,104489,53868,70964,2408,743,232472,54.63604486100796,-0.53,4.25
2021,4,2021-10-01,Tucumán,238609,30.0,45.14812243339947,97830,59022,78790,2511,486,238639,55.92599102424391,2.31,6.75
2022,1,2022-01-01,Tucumán,245554,30.0,47.24,92532,62396,86174,3995,487,245584,57.39003227231194,2.55,4.43
2022,2,2022-04-01,Tucumán,254497,30.0,50.09,85893,15327,148823,3997,487,254527,59.31,3.24,5.69
2022,3,2022-07-01,Tucumán,263087,30.0,53.36,77738,18518,162345,3997,519,263117,61.14,2.99,6.13
2022,4,2022-10-01,Tucumán,263392,30.0,88.33,69441,20668,168717,4069,527,263422,61.04,-0.16,39.59
